time,PC1,PC2,PC3,PC4,PC5,PC6
0.042,-0.030872532505109476,-0.11772299683223524,-0.20143180904460803,0.014845406906058027,0.014482120277069131,-0.022675941718684194
0.044,-0.08519380196536112,-0.18026990229343137,-0.22111749722427843,0.01514713607628894,-0.030950216292979175,-0.04071924620051478
0.046,-0.18521413430508663,-0.2680845625650221,-0.23320426263745306,0.012742271068652396,-0.06596835453289746,-0.03826867982781589
0.048,-0.3032743703191716,-0.3339432954107192,-0.21480976048907321,0.0015248735769566005,-0.06314813277162327,-0.0413022990783212
0.05,-0.2863857412691557,-0.2669412756277394,-0.23634353461810922,0.012533961230903607,-0.07396974372442884,-0.05109389328683157
0.052,-0.3313343091579865,-0.09490711043334114,-0.2505868442676968,0.018661810809124303,-0.0792721272280083,-0.07150374129443607
0.054,-0.4839747344711035,0.07210114810475558,-0.2855952075226056,0.03796717013315018,-0.07917884015019133,-0.08586320146360073
0.056,-0.777757151291604,0.25710220815190754,-0.3035468985486623,0.06582530697950016,-0.059341042061035104,-0.07121734405076621
0.058,-1.0851206489275236,0.45584528477309066,-0.34585912636541577,0.09015442478457635,-0.10282548141706269,-0.08170528220669802
0.06,-1.4027959831218475,0.685468849769501,-0.3605781750702701,0.10420339632427356,-0.14091655787906981,-0.0759806358977115
0.062,-1.8836821658414051,0.8992598682029052,-0.2966238195015109,0.0973435325645046,-0.13069705013463329,-0.06438625824482472
0.064,-2.319447041128304,1.1453906470063882,-0.24587668209937574,0.09494908344433203,-0.08513280499406504,-0.02523319520360801
0.066,-2.622128696574006,1.4267806800132388,-0.22533645954008158,0.10983579577236323,-0.007637408573524314,0.027474685188649303
0.068,-2.7273870554633213,1.6975935055510638,-0.17970544881785613,0.10810378569720121,0.03795851614019125,0.043306459319882105
0.07,-2.516687986839916,1.979796924520732,-0.15781557349398162,0.11080709705867992,0.041000942356091474,0.05739023929627601
0.072,-2.1053042918881717,2.304481352377472,-0.0814394994418959,0.09853700848806977,-0.050033896079567194,0.019383131280055654
0.074,-1.308657462330522,2.474877768188625,0.005915351299084878,0.08533343252146508,-0.1330722874735263,-0.0343856065403107
0.076,0.29992473699954175,2.1890836984400286,0.06505192765386845,0.07702226390197818,-0.12902364443652573,-0.05863728431207382
0.078,2.0995321523740493,1.6197902057575204,0.038396274047768686,0.06631097369743565,-0.02197201934134032,-0.03574594432724455
0.08,3.283105121372486,1.1984818646134585,-0.13210383252056457,0.09930517161793798,0.03634773333482031,-0.027233070347930377
0.082,4.010281900882378,0.9416904739192574,-0.3076686735723131,0.1315055652610113,0.07526728356501676,0.0029594101159283732
0.084,4.286976621948445,0.8379000096972766,-0.3686059708798256,0.12374967273179031,0.044935421282678314,-0.008462027064121103
0.086,4.038932769657422,0.7751343014947998,-0.36355436415989817,0.09324100342952618,-0.0026156418612300995,-0.08605222350862621
0.088,3.55104250576361,0.6974519203956635,-0.28880327304983044,0.049090545621651896,-0.02912594155054938,-0.12266728164772664
0.09,3.0053538178073653,0.6014421377143597,-0.176565843629843,-0.004304793221814466,-0.11205660861306745,-0.1427671194417732
0.092,2.4820764915684004,0.5170316544513339,-0.07890374835730667,-0.03915002412247241,-0.13334233244511123,-0.10466715402921031
0.094,2.0217382980186867,0.4479360425706675,0.0058484475330901516,-0.07158415627842775,-0.15146752528193538,-0.09600550474654175
0.096,1.701299400170565,0.37403942592251965,0.025047572283167955,-0.07727201432384963,-0.18176191107441544,-0.08148537167163662
0.098,1.4243723366991121,0.2932751834738772,0.0027606066812571454,-0.07028447346534875,-0.2202758218344556,-0.06178869840731509
0.1,1.1350897258271206,0.23875656058721254,0.048040399219791405,-0.08245777100130465,-0.17811608824891975,-0.0421332551682598
0.102,0.8688504961290189,0.18054954878104598,0.09273923561690477,-0.10422419196336959,-0.12981773882150505,-0.05149536688400471
0.104,0.6261024136148756,0.11193793863766194,0.06838273419868533,-0.09749097619152845,-0.09270890936877806,-0.05473342886201545
0.106,0.44455510705951523,0.026453018042102695,0.029093976171663916,-0.07844342341065152,-0.06762007116357277,-0.04377846744557372
0.108,0.3313013173022762,-0.035995604938276096,-0.049491401709948216,-0.054084095442291806,-0.08817057388602535,-0.04783956514514703
0.11,0.24654803799967548,-0.08676985362616257,-0.11316299838850086,-0.026171460050676276,-0.1070205502948795,-0.06454209939045678
0.112,0.19781885220964757,-0.1174123572403273,-0.17217242414649128,0.005854301951699541,-0.08459527852292548,-0.02133664005057386
0.114,0.16875796555152175,-0.12755929197420657,-0.15103582646185593,0.004155361734804756,-0.05313607799650158,0.004928977879890686
0.116,0.156337043244276,-0.12778180477313789,-0.13420850656893166,-0.0042766532131254835,-0.06575855583905298,-0.0024384781897616842
0.118,0.16325604996062767,-0.16267030625540674,-0.2024224446894616,0.010416762313910448,-0.11906143938103002,-0.025889828180940863
0.12,0.16224971110140118,-0.1613157837549126,-0.20394370273007,0.01425263145250225,-0.11833956083542968,-0.01542712510863279
0.122,0.08128201877761786,-0.1495140305188057,-0.1621166702921237,0.006183119320029734,-0.04230239270897849,-0.0038897357766864314
0.124,0.03607547121260739,-0.1358506054297512,-0.1207889031041093,-0.004780826641991244,-0.0035884975615537375,-0.0023383814239253116
0.126,0.017647991442937352,-0.14306957563167388,-0.09453045842512728,-0.012996095778623798,-0.0006315040985453217,-0.01770537559193279
0.128,0.05194452470044999,-0.16278282007369885,-0.1521137757899817,-0.003873005350417975,-0.06742732926559271,-0.04003190162834762
0.13,0.07230782085401331,-0.1942698462006697,-0.22261074834607605,0.01980800182725078,-0.11854747187064602,-0.05456991622841271
0.132,0.09045975338525444,-0.2003491811607684,-0.2453362916813366,0.033701628185882584,-0.10135134361014737,-0.029348486028669848
0.134,0.09235670824075679,-0.19680138685831022,-0.2142636915830306,0.026155034585285567,-0.08933569434450464,-0.0038222287235572874
0.136,0.07202684925176671,-0.19140546268839603,-0.1898329638243884,0.015768867766868283,-0.08442140185278317,0.00043336369324112144
0.138,0.02782883719441208,-0.17623183680019414,-0.12903597271240844,-0.011385997531829443,-0.06141983422335887,-0.012334450984255094
0.14,-0.03159619251015722,-0.16843864758216878,-0.09852167844073058,-0.025724642852122816,-0.03222887139839987,-0.027898486680874027
0.142,-0.06360954391451235,-0.16199812384411916,-0.056557517145488866,-0.02984823412670572,0.01281408272565905,-0.02371717255001347
0.144,-0.06763365737613594,-0.1448145667776816,-0.040845355246043095,-0.03268973051157572,0.021865784699816822,-0.01677296051442423
0.146,-0.05554365717624581,-0.15273559817315263,-0.05386248654162572,-0.03224884969236006,-0.006562747501724772,-0.02741627480638904
0.148,-0.06028981417205336,-0.15698097479894027,-0.06569209404748115,-0.023401590611021452,0.012429730141527899,-0.019352853728604156
0.15,-0.06383077222717218,-0.16188238422275336,-0.0969024321061142,-0.004069736960918381,-0.0005947424439040925,-0.017181010944349207
0.152,-0.05920784492576264,-0.16967064498392742,-0.08395499570440901,-0.020720241443219222,-0.040984165960537756,-0.025715751998181397
0.154,-0.05289246264746541,-0.18541696183284637,-0.10405782721768658,-0.018003641963992623,-0.054923184065762375,-0.04484456218288163
0.156,-0.09123204461407602,-0.1926539100917879,-0.12111507391700138,-0.004985483588622551,-0.033660465081383886,-0.04451907796163033
0.158,-0.11387883557542446,-0.1900215590640352,-0.12273068718895619,0.004852752644717267,0.009777844469856092,-0.018662032254871057
0.16,-0.10097175824948372,-0.18499490521997944,-0.12255662590261712,0.007785393069553301,-0.0005080938464820136,-0.0041867108340065545
0.162,-0.10245433894408663,-0.18690088325063473,-0.11627121470284192,-0.014599123770189112,-0.028058209855066196,-0.033595690017175904
0.164,-0.11920523266784808,-0.1706344403975195,-0.12590624191635932,0.001716872526985526,0.0071953498938055185,-0.007486153199444771
0.166,-0.08832335308680567,-0.18778422172416917,-0.17078583125360544,0.010472842346409111,-0.036215123834265714,-0.013578412985661613
0.168,-0.10010614828719959,-0.1805220404990253,-0.15584360739048514,-0.0010117372939879368,-0.04176640718970887,-0.01007422153628469
0.17,-0.11146798800354851,-0.1769051569189511,-0.1339018437815312,-0.012397477349756474,-0.04319341874870138,-0.025750582439153968
0.172,-0.13133172357104678,-0.17967757459537453,-0.11690253257615202,-0.018599099306612,-0.029860649675059567,-0.03121992838089533
0.174,-0.13582576681162642,-0.18122014281212215,-0.08966554138399689,-0.0333476632610609,-0.01765970826652179,-0.02890320256570909
0.176,-0.12672295467798564,-0.18639698187103643,-0.11185500518125047,-0.030595153971130468,-0.0239790059773174,-0.035668734149048135
0.178,-0.10521422506382608,-0.1840656203720294,-0.12450482917105005,-0.028098590468333896,-0.020666014663507846,-0.023822990160310184
0.18,-0.09317897445497035,-0.1893982367737494,-0.12738014238389053,-0.022152014565334343,-0.008515439373302045,-0.00855544958563893
0.182,-0.08663332244172178,-0.18896460877893836,-0.12627783636420797,-0.02816402030178694,-0.039110167630825865,-0.018654103701491034
0.184,-0.11189123528612478,-0.18281752328310122,-0.12605195410340497,-0.027122677477037227,-0.03036663503699782,-0.01565823441367938
0.186,-0.0967141666704923,-0.17235140097460652,-0.13580912220332855,-0.01716478894614291,-0.01280324388727961,0.005877224631727714
0.188,-0.07893332680419407,-0.1707380657346587,-0.11239947265392429,-0.03979928115214333,-0.038955281639424626,-0.017817825679023947
0.19,-0.10412463936686812,-0.17915636710436708,-0.11169130041706975,-0.033997535970415445,-0.043524539488138295,-0.023969032995007196
0.192,-0.09587290379956212,-0.1766572820066809,-0.12072058862971718,-0.023343046329382156,-0.0465973627424732,-0.003570672927364872
0.194,-0.052859109114292493,-0.185948838372861,-0.1458643363516409,-0.014563867330204157,-0.07261079934293205,0.0020989754990797193
0.196,-0.07901625910341797,-0.18993626744369493,-0.13450004119837056,-0.02073621381079803,-0.051463002661005376,-0.005603186176570926
0.198,-0.09969758671885322,-0.18603243229298227,-0.10734038337488377,-0.03609065885653809,-0.04131762462897046,-0.01904175384474441
0.2,-0.1042068896920446,-0.18430324280112506,-0.09732167585651293,-0.04691749827195565,-0.06791979585825031,-0.036242928370966196
0.202,-0.09017793903049147,-0.17848887783929168,-0.11567140859384785,-0.023874744108018323,-0.023494028744827766,-0.005270126025098427
0.204,-0.1167366941524282,-0.16542887221624308,-0.12494742204906883,-0.0016246956222885915,0.03354666744406895,0.024717493720153527
0.206,-0.1267695821698184,-0.17912896015785415,-0.11573436994503217,-0.009286883122745443,0.01347113175386984,0.008834357448897124
0.208,-0.13600141612476935,-0.1886440822574316,-0.11771223300730398,-0.017294549211336788,-0.032538555308079926,-0.01600707219507892
0.21,-0.12974067603763384,-0.19927160900773758,-0.1343494241058699,-0.011058126343272811,-0.04862519394482717,-0.024680552303086828
0.212,-0.1125828963227188,-0.19976019115180435,-0.13613049605356556,0.0021896490667400155,-0.03349033674372396,0.0008049985613676322
0.214,-0.10299543700142604,-0.20855405844636105,-0.126175597975532,-0.00236087376373275,-0.036250429782663574,0.00030972035634676566
0.216,-0.105450114580386,-0.20797393143427467,-0.13914535933773348,0.00089641365630454,-0.04774742707655148,-0.009665410937061943
0.218,-0.0953328935407588,-0.22228692559859667,-0.15974770771826421,0.011880801542197618,-0.05266414712178202,-0.004911182460583682
0.22,-0.08736996234801486,-0.23323792076967786,-0.17821645393221525,0.018400069040629605,-0.06911104672489503,-0.0045955350339659945
0.222,-0.07981414221680287,-0.23775641177757537,-0.18957726923864554,0.02706771072500513,-0.05517585324397854,0.014005520944468336
0.224,-0.11874561134900068,-0.21912305593380915,-0.1566083209128165,0.017935178092760257,-0.06327030945481912,0.004248083981716217
0.226,-0.1235813480852068,-0.24108565574497498,-0.15005962777778423,-0.0006413173678608232,-0.10752989360532715,-0.03633331072194234
0.228,-0.11797635838496023,-0.2515559874266704,-0.17296549965212457,0.0024890048474076353,-0.09673280442280231,-0.03340997354210748
0.23,-0.12466238272623781,-0.24979978842101905,-0.1660816346980559,0.006072758918122163,-0.056927678658821895,-0.016206172536037584
0.232,-0.14140936517208838,-0.24644858826250582,-0.14531839770321478,0.0004094257499975069,-0.042559400890857975,-0.01993496497096876
0.234,-0.11950841569694344,-0.25705522346989645,-0.1491630097255818,-0.0018569231446653425,-0.0605174947970502,-0.040379524972830504
0.236,-0.09838919494703878,-0.26985159831036376,-0.1883147752974019,-0.0030755235472030573,-0.10766353178470006,-0.05867922426100425
0.238,-0.11927222614213481,-0.2579818823513013,-0.1336764780580641,-0.010941661652831077,-0.04212798216469133,-0.030422580241096345
0.24,-0.15777974127689254,-0.24353094418329668,-0.09604728756217906,-0.015313802596367887,0.003779483842501911,-0.009263233638194087
0.242,-0.16100213599053115,-0.24129735357913917,-0.10342092824730573,-0.01443193037065138,-0.003372140316818799,-0.0061162628103174875
0.244,-0.1776437530131395,-0.22435992442684932,-0.09150545838910175,-0.0124450347569407,0.024739079465458315,0.00862521398548616
0.246,-0.17744319917199336,-0.24173348203958112,-0.08642601132705689,-0.021526573435982133,0.006154094921124889,-0.010029770593019226
0.248,-0.21786948270609918,-0.22259558755824266,-0.044850409925556826,-0.032734214242312445,0.06054430932100333,-0.00310483945262509
0.25,-0.2147034020118012,-0.21143101743996456,-0.019012612620110034,-0.03549560154834938,0.1035194123668615,0.030752075731815893
0.252,-0.17197315755617615,-0.23481943663956087,-0.05201958988097762,-0.03376988101862545,-0.009322800130748047,-0.0002660598501714727
0.254,-0.1613923002154337,-0.2641507061488734,-0.07952026828701957,-0.02902759804976536,-0.0672877023259787,-0.019266352728175194
0.256,-0.17773496448963358,-0.2450894137916681,-0.06342412330074064,-0.026428734885997923,-0.02529868184046213,0.014580559762548555
0.258,-0.1877560336284183,-0.24727789714023998,-0.06967673096338636,-0.03201316072470621,-0.029760636330435915,0.0071850163759175295
0.26,-0.18440300758216388,-0.25040560318707217,-0.0623095034498121,-0.0418979029267098,-0.05183447384224021,0.00029255832888301907
0.262,-0.17653886459089504,-0.24795658612295496,-0.07221184947050166,-0.03148301744158295,-0.0459263623934622,0.007525317147765435
0.264,-0.2041522716130718,-0.24209147761253935,-0.0828856090252715,-0.02227927471715064,-0.01105354456923595,0.014408570388691156
0.266,-0.2340853852000954,-0.24002035977860667,-0.03954174309927673,-0.033075985410896354,0.021429428102261294,0.008222157968225573
0.268,-0.24562829455555152,-0.2262940087799774,0.0054603902302010395,-0.060212138608963864,0.0030632759145925036,-0.0029400403245732737
0.27,-0.26265967301412835,-0.22802441239458815,0.014159945228931894,-0.061663548099530494,-0.015386965542102178,-0.0085163328228205
0.272,-0.23504314588567632,-0.23467763445919743,-0.006096129265695317,-0.05072911704266941,-0.015333690318568516,0.00811813715090244
0.274,-0.2106202380000751,-0.2440518038290329,-0.019502889837390007,-0.055612613660303664,-0.05740219635565428,-0.015165753555821167
0.276,-0.19136343042413725,-0.24835934457797068,-0.032926383481181855,-0.05776280164868748,-0.10633708915025351,-0.029060760058469387
0.278,-0.1908797050538815,-0.2421210128886156,-0.01861785479851474,-0.06189404171548243,-0.08806265322066084,-0.021100424845238445
0.28,-0.21856773772345267,-0.22858525414425007,0.016394550179241373,-0.06811639276395969,-0.03872671777928746,-0.0051341292627286915
0.282,-0.21817192644624406,-0.21392663448618066,0.04334955866228223,-0.06608143441575819,-0.0376449791011308,0.01915134873708704
0.284,-0.21298893043329695,-0.20589924937854634,0.0527776132873177,-0.07109728696090113,-0.0468501769199115,0.016365533280683416
0.286,-0.24385509157085153,-0.2065557506904131,0.0805993541110998,-0.088703325489973,-0.035529617472551484,0.0024082340649665803
0.288,-0.2590817367241062,-0.1877327934763153,0.10014891262933973,-0.09396983768708068,-0.00871944321657773,0.006059464937847737
0.29,-0.2978986279113815,-0.1693981317033539,0.13524874041237162,-0.09701497473581515,0.028327901211225123,0.016462708135965447
0.292,-0.26808106580681823,-0.17284585196878535,0.1268831769501709,-0.10395539652993178,-0.006776609353458008,-0.0028069839128050315
0.294,-0.23503237770266378,-0.18054114939043747,0.10253985070165511,-0.09867341214322783,-0.03235549777484609,-0.012189959722018737
0.296,-0.24921718397431403,-0.17021367865044545,0.11666986890358486,-0.09523224159442607,-0.015991922330627087,0.004289732760657097
0.298,-0.2871762521115743,-0.15913369132170832,0.1585282972905135,-0.10577144586462187,0.01326065379722103,0.02393289436012436
0.3,-0.2927300292804667,-0.14937957180685404,0.1760224423327935,-0.1051899199845677,0.042162090612975336,0.0403325319311099
0.302,-0.2914758932667706,-0.14378070804535645,0.17083132286770458,-0.1179607991823068,0.00912642985116434,0.00961865956463269
0.304,-0.314643621754696,-0.13068124754317695,0.20951441608421587,-0.13111985968173437,0.03348507826938925,0.013237054780675538
0.306,-0.284452272366554,-0.1188212078993765,0.23860159643926449,-0.15270017848922626,0.004943861006162198,0.0017016154180691425
0.308,-0.24956897297212768,-0.1078447275153229,0.23092537543416108,-0.1547675855214298,-0.02611059866255347,-0.015940965626459386
0.31,-0.25331924336119066,-0.11253875953187764,0.20004205436123942,-0.13529338870716162,-0.013196430748796563,-0.006065748508974775
0.312,-0.2534614526834581,-0.10296868129583693,0.23214212320640615,-0.14894594392347477,0.02803686529103703,0.008901894195510051
0.314,-0.21460843263668192,-0.10196703567954697,0.232941929301487,-0.15081244420072049,-0.01180493189029325,-0.011159451701842552
0.316,-0.18435605308383182,-0.09877097971284247,0.21544011111379183,-0.14925816637498168,-0.04877229347910778,-0.026837842926930297
0.318,-0.178773015726441,-0.07484482057392683,0.2290347489436051,-0.1526512366110304,-0.017245470743001663,-0.010534856855640616
0.32,-0.14830440738872086,-0.060502395024300624,0.2367130388197639,-0.14994670902388313,0.000260269740437892,0.002564878493783881
0.322,-0.11218142584309825,-0.048260025268107305,0.23036474095600099,-0.15065446104686522,-0.027356328602433123,0.004562192612301311
0.324,-0.09519818142929576,-0.04264914871812638,0.21051283729552692,-0.1484341118681586,-0.06438496190433551,-0.0008826311350916855
0.326,-0.048456181284640985,-0.039536086398187974,0.18589955871679475,-0.12853520233986093,-0.07404254185068881,0.01882524981246251
0.328,-0.020647099661062512,-0.025941432857585923,0.17881472291651485,-0.12106150334140416,-0.08450559918194882,0.027976336980310886
0.33,0.00484124264994151,-0.007161744719286961,0.19516499113553457,-0.1316508720189362,-0.11057163045091578,0.027428790894091042
0.332,0.03314228809343467,-0.0017575180747394618,0.20220722986801196,-0.13196256676273932,-0.10371621491195739,0.030895520768104732
0.334,0.022759094925295452,-0.00026928808402269523,0.18831526431006027,-0.11387868313604022,-0.07110894123833872,0.0507884773208121
0.336,0.030402451815143124,0.007084968902953598,0.17965223558571297,-0.1086054605252056,-0.06471954650466773,0.04940978227661494
0.338,0.04654530600065617,0.014590445361413676,0.22335964606959682,-0.13951862756719433,-0.09880944420932437,0.016431094328343936
0.34,0.06791410613824009,0.015168858576388923,0.2178457845601327,-0.13896292663432322,-0.08825602340918616,0.020782834771201956
0.342,0.0759838648872194,-0.007960846585039844,0.14614626696238628,-0.1048072075796105,-0.09173591571713641,0.030302416652225318
0.344,0.10280545625507251,-0.00904612069107794,0.12368518946066286,-0.10523651051573345,-0.12586269672281425,0.01866871786706949
0.346,0.12811856511919484,-0.005336223074056221,0.12641362192087297,-0.10954651603440928,-0.14088184863781814,0.012051419097865057
0.348,0.1171678552607693,0.00172373389019316,0.13987514309681337,-0.10171966840695466,-0.10115774336572891,0.03937809950322703
0.35,0.08043433437105159,0.012240492189640184,0.15508038643907746,-0.10784285745102275,-0.07982471650734108,0.033777359564307906
0.352,0.08497092923800757,-0.009419037934753047,0.06951452923830188,-0.07990426109497174,-0.08793821660428779,0.03122462343572071
0.354,0.09118966214301702,-0.017063219594883907,0.06828361172475977,-0.08015022369571528,-0.08772663913694151,0.028303450576024364
0.356,0.0806852327904434,0.003242352402011701,0.0861057166682824,-0.0751637084159229,-0.04734733072254846,0.0503689322680721
0.358,0.06848858648475682,-0.0037772398069974658,0.05646711248156254,-0.05652290077615303,-0.023827430172564192,0.06326277893866131
0.36,0.04058033276609505,-0.01774839916462332,0.03318303133174062,-0.04697973355783572,-0.020447931906521607,0.04340830151451195
0.362,0.033321582871836335,-0.0023943707471670984,0.059820022612143385,-0.05420702493619556,0.002959481302711267,0.04977779003573471
0.364,0.01946846336889334,0.013399818255067432,0.07686999569048249,-0.05063150371940024,0.051327857282585806,0.07027525277742153
0.366,0.03854808334942463,-0.008157555987127469,0.03860776889414006,-0.039917194159174524,0.007033294486235834,0.05664094810331621
0.368,0.04425093186260736,-0.021614853602059024,0.007253442183617207,-0.042075219506728774,-0.05858902186500535,0.02800808980829019
0.37,0.025972540538319645,-0.015136035823642492,0.011887258308526282,-0.04341630836843393,-0.0487046522301049,0.021684410944722544
0.372,0.042284991631885184,-0.018117312431767913,-0.0030472153537466724,-0.03050861136863791,-0.03210990143651955,0.04457485070110308
0.374,0.07231437369575487,-0.04727171322082095,-0.05580941827867051,-0.026179967151429395,-0.11858857612827825,0.008131569593366287
0.376,0.053602285263934346,-0.03341759610524876,-0.05504725099924927,-0.024516333170311985,-0.0953114246405258,0.017615455085778525
0.378,0.035953603139585975,-0.03257274319360336,-0.049859820815649825,-0.021089822742035042,-0.08155143470437115,0.01922080508592855
0.38,0.056919200753102674,-0.04399521602956621,-0.08570249770256677,-0.006698995958266123,-0.08149956196729068,0.010844995477305292
0.382,0.0475181689338967,-0.027834215417079,-0.05603955012850732,-0.015908082795150772,-0.04221073305202845,0.02029357480514261
0.384,0.011966354343314688,-0.019529405514932176,-0.03563195183371447,-0.01815095760993626,-0.006373843546639477,0.02337227544155224
0.386,-0.02540545198930766,-0.012815780338036452,0.0034591920442262115,-0.0332372182325419,0.018192052473514072,0.006715344330158416
0.388,-0.01278166727545826,-0.02088191939479689,-0.020187106376558083,-0.02578563790368539,0.025567823259359357,0.00998482735550781
0.39,0.03907060977570955,-0.027626899297710436,-0.06695147893950959,-0.010922426877979409,-0.025410284548235823,0.008005136306221941
0.392,0.05573697537561206,-0.03928645464055009,-0.11013465000224665,0.014044921039242026,-0.0050368930141281324,0.03137542893324249
0.394,0.05394797632755577,-0.05503180905330841,-0.11658157479087185,0.016182274552679867,-0.010657903944346809,0.02026805065286841
0.396,0.06758023499841466,-0.05650976074038105,-0.12451978912806741,0.018621683589156637,-0.01862516878934279,0.017305815052303206
0.398,0.06835235318256704,-0.04996138994682653,-0.13529791669862953,0.021589802144884335,-4.5979502871351895e-06,0.029968875187488298
0.4,0.0569979508970309,-0.055078426008405255,-0.1370415562730001,0.018643559638470454,-0.028409102738836126,0.008104124406028472
0.402,0.053623263002268905,-0.04899096906440373,-0.11349678351415192,0.00969274471510355,-0.03532351347383752,0.007482270197663444
0.404,0.05240435539030228,-0.039691246551899026,-0.10797402144690325,0.005348376648532839,-0.018073532868675204,0.002331885141452978
0.406,0.07530740671568173,-0.05226229517518961,-0.11826994561365602,-0.0013297807192320786,-0.06617386317692431,-0.02458177105568497
0.408,0.04025501518059867,-0.0469831916023782,-0.095327909045532,0.00027507467023805564,-0.03367133287619713,-0.019462419064528388
0.41,0.0159014183152133,-0.03803859172551504,-0.06631594226560947,0.0018219319318308613,0.03421754076473476,0.015116254676491227
0.412,0.030426603458532993,-0.04884789670494462,-0.07741573636605373,0.005639942902532836,0.03292479436967039,0.012029212406206132
0.414,0.02528746721359336,-0.050024615219529854,-0.060384928184195025,-0.0037584335767033876,0.03870701039894434,0.0003943819100300024
0.416,0.013749302104243003,-0.04823949044671632,-0.07197271262322939,-0.009091782220086471,0.033845746721795286,-0.0016242202540430494
0.418,0.02710518606120481,-0.05665465094320985,-0.09498389221103885,-0.0035702042781495507,-0.003879848308923629,-0.01856144852758471
0.42,0.017713475306731803,-0.051306284633133525,-0.0891053319656074,-0.002925377120143233,0.021302147031640236,-0.0018147655700040115
0.422,0.0034506470363556505,-0.05089839032106728,-0.09765859254858343,-7.236871243347404e-05,-0.010779204392558635,-0.0029345560788443165
0.424,0.003205970473396992,-0.05357089280808981,-0.10981583216271801,0.00806560644986868,-0.007225350854672141,0.010721605163506419
0.426,-0.006274125201313655,-0.06418453708889059,-0.1269139403486631,0.017878316004906036,-0.02062950996921209,0.0014520110194601711
0.428,-0.016712812706145913,-0.06243104681907912,-0.12361458845596411,0.010212992737411102,-0.035408947188937015,-0.007523509295875715
0.43,-0.06257607491223854,-0.053775254010572794,-0.09855882151082207,0.004579216301279957,-0.020311752009375853,-0.0034126610831823638
0.432,-0.060864839724099014,-0.04656639735195247,-0.08042703246372232,0.014538930128679338,0.02018549566096076,0.022256835464082872
0.434,-0.07019158049216687,-0.041649053442020884,-0.07537298608460137,0.015255173069745233,0.07017062794088236,0.04507312185367443
0.436,-0.05197896615314572,-0.055630413838838155,-0.1059914044270148,0.01806469358042272,0.02624278275887397,0.02597431976927036
0.438,-0.05721968451265248,-0.08380576391697026,-0.13979824016574666,0.016143104050435633,-0.042083168650810715,-0.004667720764855553
0.44,-0.055784480326052155,-0.12977357425685837,-0.1875502271689803,0.025937965852626903,-0.08654945568324622,-0.006111221096713945
0.442,-0.12244976394855056,-0.18071892452755386,-0.19882320757393568,0.033302994352847205,-0.07582582660117246,0.006081527851497842
0.444,-0.2563844532056966,-0.24399010744562755,-0.14584454216399653,0.02671014401768167,0.006877819725434929,0.045795480338226544
